Student_ID,Age,Gender,University_Year,Major,Attendance_Percentage,Study_Hours_Per_Week,CGPA,Academic_Performance,Programming_Skill,Projects_Completed,Certifications,Hackathons,GitHub_Profile,Internships,Leadership_Experience,LinkedIn_Profile,Resume_Score,Communication_Skills,Teamwork,Problem_Solving,English_Proficiency,Interview_Score,Employability_Score,Placement_Status,Company_Tier,Career_Field,Placement_Mode,Starting_Salary_USD
ST000138,19,Female,Senior,Business Analytics,80,18,2.7,Average,5,4,2,5,No,2,No,Yes,64,6,8,7,Basic,60,156.7,Not Placed,No Company,Not Placed,Not Applicable,0
ST000139,21,Male,Sophomore,Artificial Intelligence,77,21,3.4,Good,7,9,3,5,Yes,5,No,Yes,100,8,7,7,Advanced,76,224.5,Placed,Tier 1,AI Engineer,Internship Conversion,88800
ST000140,21,Female,Senior,Data Science,85,21,3.34,Good,8,6,4,2,Yes,3,No,Yes,96,8,4,10,Advanced,84,221.9,Placed,Tier 1,Data Scientist,Internship Conversion,105966
ST000141,21,Male,Senior,Computer Science,81,23,3.21,Good,8,11,2,3,Yes,5,Yes,Yes,100,10,9,5,Advanced,83,231.65,Placed,Tier 1,Software Engineer,Internship Conversion,77265
ST000142,21,Female,Junior,Software Engineering,81,19,3.21,Good,9,9,2,3,Yes,3,Yes,Yes,100,10,9,9,Advanced,91,233.65,Placed,Tier 1,DevOps Engineer,Off-Campus,82275
ST000143,19,Female,Freshman,Software Engineering,75,25,3.18,Average,9,13,3,5,Yes,5,No,Yes,100,8,7,8,Advanced,84,243.2,Placed,Tier 1,DevOps Engineer,Off-Campus,72853
ST000144,28,Male,Freshman,Cybersecurity,74,19,2.62,Average,6,8,0,3,Yes,4,No,Yes,86,7,5,5,Advanced,64,181.1,Not Placed,No Company,Not Placed,Not Applicable,0
ST000145,22,Male,Freshman,Software Engineering,79,7,2.83,Average,6,8,2,5,Yes,3,Yes,No,83,9,10,7,Advanced,67,190.85,Placed,Tier 1,DevOps Engineer,Internship Conversion,81945
ST000146,19,Female,Junior,Artificial Intelligence,90,15,3.2,Good,9,13,6,5,Yes,5,Yes,Yes,100,9,8,8,Advanced,88,252.0,Placed,Tier 1,Data Scientist,Internship Conversion,96098
ST000147,21,Male,Senior,Computer Science,73,29,3.1,Average,7,8,2,4,Yes,3,No,No,93,7,5,6,Intermediate,76,200.4,Placed,Tier 1,Software Engineer,Campus Placement,94118
ST000148,21,Male,Senior,Artificial Intelligence,84,23,3.32,Good,9,11,2,4,Yes,5,No,Yes,100,8,8,10,Advanced,99,251.3,Placed,Tier 1,Machine Learning Engineer,Referral,75414
ST000149,19,Female,Senior,Software Engineering,82,23,3.06,Average,8,11,3,3,Yes,5,Yes,Yes,100,10,7,5,Advanced,71,224.9,Placed,Tier 1,DevOps Engineer,Off-Campus,80921
ST000150,20,Male,Senior,Artificial Intelligence,76,20,2.9,Average,9,11,2,5,No,4,Yes,No,100,10,10,7,Advanced,92,234.5,Placed,Tier 1,AI Engineer,Campus Placement,96621
ST000151,23,Female,Senior,Computer Science,85,15,2.9,Average,8,7,4,2,Yes,4,No,Yes,100,8,5,7,Advanced,71,211.0,Placed,Tier 1,Full Stack Developer,Campus Placement,94007
ST000152,25,Male,Freshman,Data Science,89,18,3.15,Average,6,2,1,6,Yes,3,No,Yes,79,7,7,7,Intermediate,75,180.95,Placed,Tier 1,Data Analyst,Campus Placement,96085
ST000153,20,Female,Freshman,Computer Science,89,27,3.45,Good,8,11,3,3,Yes,5,No,Yes,100,10,5,7,Advanced,85,241.75,Placed,Tier 1,Full Stack Developer,Campus Placement,99246
ST000154,21,Female,Senior,Computer Science,83,23,3.14,Average,9,7,0,4,Yes,2,Yes,Yes,95,10,9,9,Advanced,79,213.1,Placed,Tier 1,Software Engineer,Off-Campus,90944
ST000155,22,Female,Sophomore,Artificial Intelligence,78,19,3.17,Average,9,8,2,5,Yes,5,No,No,100,7,6,7,Advanced,85,228.05,Placed,Tier 1,Machine Learning Engineer,Campus Placement,103341
ST000156,28,Female,Sophomore,Data Science,91,21,3.24,Good,8,8,5,1,Yes,4,No,Yes,100,8,5,8,Advanced,92,232.1,Not Placed,No Company,Not Placed,Not Applicable,0
ST000157,19,Female,Freshman,Artificial Intelligence,59,32,2.68,Average,7,8,2,1,Yes,4,No,Yes,100,6,6,6,Intermediate,71,196.7,Placed,Tier 1,Data Scientist,Campus Placement,74833
ST000158,20,Male,Junior,Data Science,75,25,3.33,Good,7,10,0,2,Yes,5,No,Yes,100,9,5,8,Advanced,88,230.95,Placed,Tier 1,Data Scientist,Off-Campus,98352
ST000159,23,Female,Junior,Artificial Intelligence,90,18,3.13,Average,9,10,2,7,Yes,4,No,Yes,100,7,9,8,Intermediate,92,231.95,Placed,Tier 1,Data Scientist,Internship Conversion,88615
ST000160,20,Female,Junior,Computer Science,96,17,3.02,Average,8,8,3,1,Yes,5,No,Yes,100,9,5,7,Advanced,88,228.8,Placed,Tier 1,Full Stack Developer,Campus Placement,80105
ST000161,22,Female,Sophomore,Business Analytics,83,26,3.53,Good,4,9,2,0,Yes,4,No,Yes,93,9,5,7,Advanced,71,205.35,Not Placed,No Company,Not Placed,Not Applicable,0
ST000162,22,Male,Sophomore,Software Engineering,69,24,3.05,Average,8,4,2,4,Yes,3,Yes,No,100,8,9,9,Intermediate,84,209.75,Placed,Tier 1,DevOps Engineer,Campus Placement,101650
ST000163,23,Male,Junior,Information Technology,76,21,3.04,Average,6,6,2,1,Yes,2,No,Yes,87,5,6,7,Basic,56,172.7,Placed,Tier 2,IT Support Engineer,Internship Conversion,55242
ST000164,20,Other,Sophomore,Artificial Intelligence,93,15,3.12,Average,9,12,1,3,Yes,5,No,Yes,100,9,6,8,Advanced,91,242.8,Placed,Tier 1,AI Engineer,Campus Placement,87529
ST000165,19,Male,Senior,Cybersecurity,86,31,3.51,Good,7,11,1,2,Yes,5,No,No,100,10,6,8,Advanced,92,241.15,Placed,Tier 1,Penetration Tester,Campus Placement,90494
ST000166,19,Other,Junior,Business Analytics,78,34,3.35,Good,6,9,2,4,Yes,4,Yes,Yes,100,9,9,8,Advanced,92,225.25,Placed,Tier 1,Business Analyst,Off-Campus,84099
ST000167,18,Male,Junior,Cybersecurity,81,26,3.03,Average,7,10,3,3,Yes,4,Yes,Yes,100,9,9,8,Advanced,81,222.45,Placed,Tier 1,Cybersecurity Analyst,Referral,87332
ST000168,22,Male,Sophomore,Software Engineering,82,17,3.12,Average,9,11,1,1,Yes,5,No,Yes,100,8,6,8,Advanced,90,238.3,Placed,Tier 1,DevOps Engineer,Campus Placement,77786
ST000169,19,Male,Senior,Software Engineering,88,12,3.21,Good,9,10,2,1,Yes,5,Yes,Yes,100,9,6,10,Advanced,100,250.15,Placed,Tier 1,Software Engineer,Campus Placement,72969
ST000170,22,Female,Junior,Computer Science,76,10,2.57,Poor,7,8,0,3,No,4,Yes,No,100,10,8,5,Advanced,79,202.05,Placed,Tier 1,Backend Developer,Off-Campus,89610
ST000171,21,Female,Junior,Software Engineering,72,15,2.82,Average,8,10,0,3,Yes,3,Yes,Yes,100,10,6,6,Advanced,74,208.3,Placed,Tier 1,DevOps Engineer,Campus Placement,108253
ST000172,23,Female,Junior,Software Engineering,81,11,2.73,Average,6,8,1,1,Yes,4,No,No,93,8,7,7,Intermediate,80,200.35,Placed,Tier 1,Software Engineer,Off-Campus,73365
ST000173,20,Female,Junior,Cybersecurity,90,13,3.21,Good,9,8,0,6,Yes,4,No,Yes,100,8,8,7,Advanced,90,225.15,Placed,Tier 1,Cybersecurity Analyst,Campus Placement,82503
ST000174,20,Male,Junior,Data Science,79,21,2.82,Average,7,10,1,5,Yes,4,No,No,100,7,7,6,Advanced,70,202.8,Placed,Tier 1,Data Scientist,Off-Campus,79049
ST000175,21,Other,Junior,Artificial Intelligence,80,27,3.13,Average,7,12,4,1,No,5,No,Yes,100,9,6,7,Advanced,75,229.45,Placed,Tier 1,Data Scientist,Off-Campus,87325
ST000176,20,Male,Junior,Computer Science,72,16,2.79,Average,6,9,4,2,No,4,Yes,Yes,100,10,8,7,Advanced,69,208.35,Placed,Tier 1,Full Stack Developer,Campus Placement,102047
ST000177,20,Female,Senior,Artificial Intelligence,90,28,3.31,Good,9,12,1,6,Yes,5,No,Yes,100,7,8,10,Advanced,99,249.65,Not Placed,No Company,Not Placed,Not Applicable,0
ST000178,23,Female,Senior,Artificial Intelligence,68,26,2.85,Average,9,14,0,3,Yes,5,No,Yes,100,8,6,6,Advanced,75,227.25,Placed,Tier 1,Machine Learning Engineer,Campus Placement,101396
ST000179,23,Male,Junior,Artificial Intelligence,77,32,3.06,Average,9,10,1,5,Yes,5,No,Yes,100,9,7,8,Advanced,80,232.4,Placed,Tier 1,Data Scientist,Off-Campus,84789
ST000180,19,Male,Junior,Computer Science,100,30,3.46,Good,7,9,3,4,Yes,5,Yes,Yes,100,10,9,6,Advanced,74,226.4,Placed,Tier 1,Backend Developer,Campus Placement,101175
ST000181,20,Female,Sophomore,Software Engineering,83,42,3.65,Good,9,12,3,5,Yes,5,Yes,Yes,100,9,9,9,Advanced,82,251.25,Placed,Tier 1,Software Engineer,Campus Placement,81473
ST000182,23,Female,Freshman,Cybersecurity,77,19,3.11,Average,8,7,2,2,Yes,3,Yes,No,100,9,10,8,Advanced,76,212.65,Not Placed,No Company,Not Placed,Not Applicable,0
ST000183,20,Male,Sophomore,Software Engineering,92,36,3.4,Good,7,12,2,2,No,5,Yes,Yes,100,10,8,9,Advanced,88,243.0,Placed,Tier 1,DevOps Engineer,Internship Conversion,78794
ST000184,21,Male,Freshman,Computer Science,72,23,2.82,Average,6,6,2,4,Yes,3,Yes,Yes,94,8,8,6,Advanced,61,183.0,Not Placed,No Company,Not Placed,Not Applicable,0
ST000185,22,Female,Senior,Computer Science,96,28,3.58,Good,10,12,3,4,Yes,5,No,No,100,8,5,10,Advanced,90,258.2,Placed,Tier 1,Software Engineer,Off-Campus,96269
ST000186,20,Male,Sophomore,Computer Science,94,18,3.27,Good,8,11,0,3,Yes,5,Yes,No,100,10,6,9,Advanced,79,235.55,Not Placed,No Company,Not Placed,Not Applicable,0
ST000187,20,Female,Freshman,Software Engineering,75,20,2.85,Average,5,8,3,3,Yes,3,Yes,Yes,96,9,9,6,Advanced,71,192.55,Placed,Tier 1,DevOps Engineer,Internship Conversion,102933
ST000188,23,Female,Junior,Software Engineering,86,32,3.54,Good,10,12,4,5,Yes,5,Yes,Yes,100,10,9,10,Advanced,99,267.6,Not Placed,No Company,Not Placed,Not Applicable,0
ST000189,21,Male,Senior,Artificial Intelligence,83,24,3.45,Good,10,12,3,3,Yes,5,No,Yes,100,8,5,9,Advanced,83,250.75,Placed,Tier 1,AI Engineer,Off-Campus,86217
ST000190,21,Female,Junior,Software Engineering,78,12,2.83,Average,9,9,4,5,Yes,5,No,Yes,100,9,6,9,Advanced,93,239.95,Placed,Tier 1,Software Engineer,Off-Campus,107532
ST000191,19,Female,Sophomore,Information Technology,70,15,2.82,Average,5,7,0,3,No,2,No,No,82,7,6,6,Intermediate,56,164.9,Not Placed,No Company,Not Placed,Not Applicable,0
ST000192,19,Male,Sophomore,Software Engineering,71,8,2.65,Average,6,8,1,4,Yes,3,No,Yes,89,8,7,6,Advanced,56,178.95,Placed,Tier 2,DevOps Engineer,Referral,45098
ST000193,21,Male,Sophomore,Computer Science,89,26,3.21,Good,7,8,2,4,No,5,No,Yes,100,7,7,9,Advanced,90,227.15,Placed,Tier 1,Software Engineer,Campus Placement,88814
ST000194,22,Female,Senior,Software Engineering,100,29,3.68,Good,10,12,2,4,Yes,5,No,Yes,100,10,7,9,Advanced,76,253.2,Placed,Tier 1,DevOps Engineer,Campus Placement,94618
ST000195,26,Female,Freshman,Cybersecurity,88,28,3.29,Good,8,13,1,2,Yes,5,No,Yes,100,9,7,10,Advanced,85,244.35,Placed,Tier 1,Cybersecurity Analyst,Referral,70227
ST000196,27,Male,Junior,Data Science,94,33,3.7,Excellent,8,13,1,3,Yes,5,Yes,Yes,100,10,9,9,Advanced,93,254.5,Placed,Tier 1,Data Scientist,Campus Placement,77395
ST000197,22,Female,Senior,Business Analytics,56,19,2.58,Poor,3,5,1,4,Yes,4,Yes,Yes,84,10,9,3,Advanced,55,160.9,Not Placed,No Company,Not Placed,Not Applicable,0
ST000198,22,Female,Sophomore,Computer Science,70,26,3.07,Average,6,9,1,3,Yes,5,No,No,100,9,6,6,Advanced,71,210.05,Placed,Tier 1,Software Engineer,Internship Conversion,103023
ST000199,20,Female,Junior,Software Engineering,80,11,2.77,Average,7,8,1,3,Yes,4,No,Yes,100,7,5,5,Intermediate,68,195.05,Not Placed,No Company,Not Placed,Not Applicable,0
ST000200,28,Female,Sophomore,Artificial Intelligence,74,12,2.68,Average,8,11,0,3,Yes,4,No,No,100,7,7,5,Advanced,75,205.7,Placed,Tier 1,Data Scientist,Off-Campus,97997
ST000201,18,Male,Junior,Artificial Intelligence,83,40,3.6,Good,8,9,0,3,Yes,4,No,Yes,100,7,6,8,Advanced,76,222.0,Placed,Tier 1,AI Engineer,Campus Placement,105253
ST000202,23,Male,Junior,Cybersecurity,100,27,3.67,Good,9,11,0,4,Yes,5,No,No,100,7,7,10,Advanced,87,245.55,Placed,Tier 1,Cybersecurity Analyst,Campus Placement,95455
ST000203,20,Female,Senior,Cybersecurity,91,19,2.99,Average,6,11,1,2,Yes,5,No,Yes,100,10,8,6,Advanced,67,212.85,Placed,Tier 1,Penetration Tester,Off-Campus,109647
ST000204,23,Male,Senior,Information Technology,96,13,3.24,Good,5,5,0,1,No,3,No,No,77,8,4,6,Advanced,59,174.2,Placed,Tier 2,IT Support Engineer,Internship Conversion,51940
ST000205,26,Male,Senior,Data Science,74,20,3.1,Average,7,7,2,1,Yes,4,No,Yes,100,7,5,6,Advanced,83,209.0,Not Placed,No Company,Not Placed,Not Applicable,0
ST000206,21,Female,Sophomore,Software Engineering,75,25,2.74,Average,7,8,0,2,Yes,3,Yes,Yes,98,9,6,4,Advanced,74,192.5,Placed,Tier 1,Software Engineer,Referral,100768
ST000207,20,Male,Sophomore,Computer Science,54,18,2.4,Poor,7,8,1,3,No,1,No,Yes,88,6,7,10,Intermediate,84,186.9,Placed,Tier 1,Full Stack Developer,Referral,107954
ST000208,20,Male,Sophomore,Software Engineering,79,24,3.11,Average,8,8,2,1,Yes,5,No,No,100,7,5,9,Intermediate,86,227.65,Placed,Tier 1,DevOps Engineer,Campus Placement,102151
ST000209,22,Male,Freshman,Software Engineering,74,27,3.18,Average,10,11,3,5,Yes,5,No,No,100,9,7,9,Advanced,93,251.7,Not Placed,No Company,Not Placed,Not Applicable,0
ST000210,21,Female,Freshman,Cybersecurity,80,23,3.35,Good,9,12,1,3,Yes,5,Yes,Yes,100,10,8,9,Advanced,88,248.75,Placed,Tier 1,Cybersecurity Analyst,Campus Placement,79897
ST000211,21,Male,Junior,Software Engineering,91,18,3.32,Good,8,10,0,4,Yes,3,Yes,Yes,100,7,10,9,Advanced,91,224.3,Placed,Tier 1,DevOps Engineer,Campus Placement,70776
ST000212,22,Female,Sophomore,Data Science,72,34,3.34,Good,7,11,0,2,Yes,5,No,No,100,7,7,7,Advanced,72,219.1,Placed,Tier 1,Data Scientist,Campus Placement,104366
ST000213,20,Female,Senior,Artificial Intelligence,63,23,2.48,Poor,7,6,4,4,Yes,3,No,Yes,100,6,7,6,Intermediate,79,191.7,Placed,Tier 1,Data Scientist,Campus Placement,84801
ST000214,23,Male,Senior,Software Engineering,89,24,3.07,Average,7,8,2,1,Yes,5,No,Yes,100,9,5,7,Advanced,82,221.05,Placed,Tier 1,Software Engineer,Campus Placement,81231
ST000215,23,Female,Sophomore,Electrical Engineering,84,13,3.02,Average,5,3,0,1,No,4,No,No,84,6,6,4,Intermediate,55,164.0,Placed,Tier 2,Automation Engineer,Campus Placement,53883
ST000216,19,Female,Senior,Software Engineering,81,31,3.12,Average,7,7,3,1,Yes,2,No,Yes,89,7,7,7,Intermediate,77,196.5,Not Placed,No Company,Not Placed,Not Applicable,0
ST000217,21,Female,Junior,Artificial Intelligence,63,19,2.71,Average,8,8,1,0,Yes,3,Yes,Yes,100,8,7,7,Advanced,78,204.15,Not Placed,No Company,Not Placed,Not Applicable,0
ST000218,21,Female,Sophomore,Information Technology,72,20,2.98,Average,6,6,2,4,Yes,2,No,No,90,6,7,7,Intermediate,59,176.2,Not Placed,No Company,Not Placed,Not Applicable,0
ST000219,27,Male,Sophomore,Cybersecurity,79,16,3.2,Good,7,7,2,1,Yes,4,No,No,100,7,5,7,Intermediate,78,210.0,Placed,Tier 1,SOC Analyst,Off-Campus,71941
ST000220,22,Male,Sophomore,Software Engineering,99,22,3.5,Good,10,9,5,5,Yes,5,Yes,Yes,100,10,10,10,Advanced,93,259.5,Placed,Tier 1,DevOps Engineer,Referral,86151
ST000221,19,Male,Junior,Software Engineering,94,22,3.07,Average,7,8,2,3,Yes,5,Yes,Yes,100,10,6,8,Advanced,88,228.05,Placed,Tier 1,DevOps Engineer,Campus Placement,99146
ST000222,20,Male,Freshman,Data Science,73,30,3.28,Good,8,9,3,2,Yes,5,No,Yes,100,10,5,9,Advanced,94,243.7,Placed,Tier 1,Data Scientist,Off-Campus,109120
ST000223,20,Male,Sophomore,Artificial Intelligence,86,8,2.72,Average,7,8,0,4,Yes,4,No,No,96,7,8,8,Intermediate,71,199.1,Not Placed,No Company,Not Placed,Not Applicable,0
ST000224,21,Male,Sophomore,Computer Science,86,19,3.12,Average,8,6,4,4,Yes,3,No,Yes,99,7,5,9,Advanced,82,214.5,Placed,Tier 1,Backend Developer,Campus Placement,89644
ST000225,19,Male,Sophomore,Software Engineering,91,14,3.2,Good,8,11,0,3,Yes,5,Yes,Yes,100,10,7,7,Advanced,78,230.0,Placed,Tier 1,DevOps Engineer,Internship Conversion,91772
ST000226,21,Female,Sophomore,Data Science,90,19,2.79,Average,6,5,0,1,Yes,3,No,Yes,90,7,5,6,Intermediate,61,174.35,Placed,Tier 2,AI Engineer,Campus Placement,67783
ST000227,20,Female,Senior,Artificial Intelligence,70,9,2.54,Poor,7,8,0,2,Yes,4,No,Yes,90,9,5,5,Advanced,68,191.1,Placed,Tier 1,Machine Learning Engineer,Internship Conversion,88369
ST000228,21,Male,Junior,Software Engineering,91,25,3.52,Good,10,9,2,3,Yes,5,No,Yes,100,9,7,10,Advanced,99,256.3,Not Placed,No Company,Not Placed,Not Applicable,0
ST000229,21,Female,Sophomore,Artificial Intelligence,100,17,3.15,Average,6,9,0,2,Yes,5,No,No,100,9,6,8,Advanced,76,216.25,Placed,Tier 1,Machine Learning Engineer,Off-Campus,79121
ST000230,20,Female,Junior,Cybersecurity,74,27,3.22,Good,8,12,0,6,Yes,5,No,Yes,100,10,6,8,Advanced,93,241.8,Placed,Tier 1,Penetration Tester,Off-Campus,97413
ST000231,22,Male,Senior,Software Engineering,71,27,3.23,Good,9,11,0,3,Yes,5,Yes,Yes,100,10,8,7,Advanced,100,245.45,Placed,Tier 1,DevOps Engineer,Off-Campus,80901
ST000232,18,Other,Junior,Artificial Intelligence,69,23,3.04,Average,7,9,3,3,Yes,5,No,Yes,100,10,6,8,Advanced,79,226.6,Placed,Tier 1,Machine Learning Engineer,Off-Campus,84549
ST000233,21,Female,Junior,Data Science,84,8,2.95,Average,7,10,3,4,Yes,5,No,Yes,100,8,8,8,Advanced,81,224.25,Placed,Tier 1,Data Analyst,Campus Placement,71609
ST000234,20,Female,Freshman,Cybersecurity,72,30,3.21,Good,9,9,1,4,Yes,5,Yes,Yes,100,10,9,9,Advanced,100,246.65,Placed,Tier 1,Penetration Tester,Campus Placement,101649
ST000235,19,Female,Junior,Computer Science,93,22,3.36,Good,8,8,2,0,Yes,5,No,Yes,100,10,5,8,Advanced,85,234.9,Placed,Tier 1,Software Engineer,Internship Conversion,80771
ST000236,22,Female,Junior,Artificial Intelligence,96,5,3.22,Good,9,8,0,7,Yes,3,Yes,No,97,10,10,8,Advanced,76,218.4,Placed,Tier 1,AI Engineer,Campus Placement,98320
ST000237,22,Female,Sophomore,Data Science,93,29,3.58,Good,9,14,2,2,Yes,5,Yes,Yes,100,9,7,10,Advanced,83,255.2,Placed,Tier 1,Data Scientist,Campus Placement,107837
ST000238,23,Male,Sophomore,Data Science,93,38,3.73,Excellent,8,6,3,5,Yes,5,No,Yes,100,8,6,10,Advanced,75,232.95,Placed,Tier 1,AI Engineer,Off-Campus,95469
ST000239,21,Male,Senior,Software Engineering,97,26,3.73,Excellent,8,7,2,4,Yes,5,No,Yes,100,8,6,10,Advanced,100,245.95,Placed,Tier 1,Software Engineer,Campus Placement,78778
ST000240,20,Male,Sophomore,Computer Science,79,33,3.42,Good,8,8,1,4,Yes,5,No,Yes,100,8,7,6,Advanced,71,219.3,Placed,Tier 1,Backend Developer,Off-Campus,105217
ST000241,22,Other,Junior,Data Science,70,10,2.35,Poor,4,4,4,1,Yes,2,No,Yes,80,7,5,2,Advanced,64,149.25,Placed,Tier 3,Data Analyst,Campus Placement,25314
ST000242,20,Male,Junior,Software Engineering,65,14,2.57,Poor,6,9,0,6,Yes,5,Yes,Yes,100,10,10,5,Advanced,78,204.55,Placed,Tier 1,Software Engineer,Off-Campus,75417
ST000243,22,Male,Freshman,Computer Science,90,22,3.05,Average,6,7,1,5,Yes,3,No,Yes,92,9,9,6,Advanced,76,195.85,Not Placed,No Company,Not Placed,Not Applicable,0
ST000244,21,Female,Junior,Artificial Intelligence,83,21,3.19,Average,6,9,2,2,Yes,5,No,Yes,100,8,8,6,Advanced,74,212.85,Placed,Tier 1,Data Scientist,Off-Campus,98925
ST000245,28,Male,Senior,Information Technology,90,23,3.12,Average,6,6,2,3,Yes,4,No,Yes,85,9,6,8,Advanced,84,207.3,Placed,Tier 1,IT Support Engineer,Internship Conversion,98774
ST000246,19,Female,Sophomore,Information Technology,86,31,3.49,Good,7,13,3,4,No,5,No,Yes,100,9,7,7,Advanced,94,244.85,Placed,Tier 1,IT Support Engineer,Internship Conversion,83541
ST000247,23,Female,Junior,Software Engineering,88,14,3.05,Average,7,8,1,2,Yes,3,No,Yes,93,7,3,9,Advanced,72,202.15,Placed,Tier 1,Software Engineer,Internship Conversion,78885
ST000248,22,Female,Senior,Cybersecurity,82,13,3.18,Average,9,11,3,4,Yes,4,No,Yes,100,8,6,8,Advanced,82,233.2,Placed,Tier 1,Cybersecurity Analyst,Campus Placement,95736
ST000249,21,Male,Sophomore,Data Science,82,14,2.84,Average,5,8,0,4,Yes,5,No,Yes,94,6,6,5,Intermediate,61,184.3,Placed,Tier 1,Data Analyst,Campus Placement,94187
ST000250,21,Female,Senior,Cybersecurity,97,26,3.38,Good,6,7,2,3,Yes,4,No,Yes,99,10,7,7,Advanced,76,213.4,Placed,Tier 1,Cybersecurity Analyst,Campus Placement,105024
ST000251,26,Female,Junior,Artificial Intelligence,93,17,3.24,Good,9,9,0,4,Yes,5,Yes,Yes,100,10,10,8,Advanced,75,231.1,Placed,Tier 1,Machine Learning Engineer,Campus Placement,73172
ST000252,22,Female,Freshman,Business Analytics,86,25,3.16,Average,6,10,0,3,Yes,3,No,No,88,9,6,5,Advanced,85,203.3,Placed,Tier 1,Business Analyst,Campus Placement,89783
ST000253,24,Male,Junior,Artificial Intelligence,63,14,2.8,Average,9,10,0,7,Yes,5,No,Yes,100,8,8,8,Advanced,97,233.5,Placed,Tier 1,Machine Learning Engineer,Campus Placement,85344
ST000254,19,Male,Sophomore,Computer Science,90,14,3.32,Good,8,11,4,2,Yes,5,No,Yes,100,7,6,10,Intermediate,85,241.3,Placed,Tier 1,Backend Developer,Internship Conversion,77903
ST000255,21,Male,Freshman,Artificial Intelligence,88,22,3.23,Good,7,9,1,0,Yes,5,Yes,Yes,100,10,7,8,Advanced,92,232.95,Placed,Tier 1,AI Engineer,Referral,95082
ST000256,22,Male,Senior,Computer Science,79,31,3.32,Good,8,7,2,2,Yes,4,Yes,Yes,100,9,10,10,Advanced,77,225.3,Placed,Tier 1,Full Stack Developer,Off-Campus,83962
ST000257,19,Male,Junior,Cybersecurity,82,12,2.8,Average,6,10,1,4,Yes,5,Yes,No,100,9,10,7,Advanced,87,218.0,Placed,Tier 1,SOC Analyst,Internship Conversion,93038
ST000258,20,Male,Sophomore,Computer Science,85,20,3.02,Average,6,12,2,4,Yes,4,No,Yes,100,9,5,6,Advanced,76,214.3,Placed,Tier 1,Full Stack Developer,Internship Conversion,71757
ST000259,22,Male,Junior,Data Science,80,24,3.24,Good,8,8,1,5,Yes,5,Yes,Yes,100,10,7,8,Advanced,79,228.6,Placed,Tier 1,Data Scientist,Campus Placement,102432
ST000260,20,Female,Freshman,Business Analytics,73,27,2.83,Average,4,7,0,1,Yes,4,No,Yes,88,8,5,5,Advanced,68,178.85,Placed,Tier 2,Data Analyst,Off-Campus,56973
ST000261,20,Male,Senior,Computer Science,77,20,2.84,Average,7,7,0,3,Yes,4,Yes,Yes,100,9,9,7,Advanced,72,202.6,Not Placed,No Company,Not Placed,Not Applicable,0
ST000262,25,Male,Sophomore,Information Technology,83,24,3.19,Average,4,6,5,1,No,3,No,Yes,91,7,7,4,Advanced,63,179.15,Not Placed,No Company,Not Placed,Not Applicable,0
ST000263,21,Male,Freshman,Computer Science,80,24,3.29,Good,8,7,3,3,Yes,4,No,Yes,100,8,7,8,Advanced,78,220.85,Placed,Tier 1,Full Stack Developer,Campus Placement,74332
ST000264,21,Female,Sophomore,Computer Science,83,30,3.42,Good,7,13,2,5,No,5,Yes,Yes,100,10,10,9,Advanced,84,243.3,Placed,Tier 1,Full Stack Developer,Campus Placement,81511
ST000265,22,Female,Freshman,Electrical Engineering,76,24,3.19,Average,5,9,4,1,No,4,No,No,100,8,5,7,Advanced,73,208.35,Placed,Tier 1,Embedded Systems Engineer,Referral,87613
ST000266,19,Female,Sophomore,Data Science,67,12,2.65,Average,4,8,1,6,Yes,5,Yes,No,99,10,10,6,Advanced,60,189.95,Not Placed,No Company,Not Placed,Not Applicable,0
ST000267,21,Female,Freshman,Cybersecurity,75,26,3.15,Average,8,7,0,5,Yes,3,Yes,No,88,9,10,8,Advanced,77,207.15,Not Placed,No Company,Not Placed,Not Applicable,0
ST000268,22,Male,Junior,Computer Science,78,12,2.72,Average,7,9,1,2,No,4,Yes,Yes,95,10,9,5,Advanced,78,205.8,Placed,Tier 1,Software Engineer,Internship Conversion,81728
ST000269,23,Female,Senior,Information Technology,94,18,3.18,Average,4,6,5,2,Yes,4,No,Yes,96,8,5,6,Advanced,68,194.0,Not Placed,No Company,Not Placed,Not Applicable,0
